signature	EntrezGene.ID	coefficient
AKTmTOR	5604	1
AKTmTOR	9524	1
AKTmTOR	9524	1
AKTmTOR	3326	1
AKTmTOR	4074	1
AKTmTOR	4074	1
AKTmTOR	527	1
AKTmTOR	2987	1
AKTmTOR	5050	1
AKTmTOR	10055	1
AKTmTOR	6813	1
AKTmTOR	1072	1
AKTmTOR	56478	1
AKTmTOR	10390	1
AKTmTOR	2539	1
AKTmTOR	25994	1
AKTmTOR	25994	1
AKTmTOR	3959	1
AKTmTOR	4072	1
AKTmTOR	1366	1
AKTmTOR	80736	1
AKTmTOR	57192	1
AKTmTOR	25825	1
AKTmTOR	54676	1
AKTmTOR	1803	1
AKTmTOR	6120	1
AKTmTOR	11035	1
AKTmTOR	204	1
AKTmTOR	4289	1
AKTmTOR	10280	1
AKTmTOR	533	1
AKTmTOR	64225	1
AKTmTOR	29103	1
AKTmTOR	79647	1
AKTmTOR	226	1
AKTmTOR	6993	1
AKTmTOR	637	1
AKTmTOR	10519	1
AKTmTOR	2764	1
AKTmTOR	6733	1
AKTmTOR	6733	1
AKTmTOR	84245	1
AKTmTOR	3880	1
AKTmTOR	83786	1
AKTmTOR	7389	1
AKTmTOR	1717	1
AKTmTOR	55872	1
AKTmTOR	6391	1
AKTmTOR	5315	1
AKTmTOR	55856	1
AKTmTOR	801	1
AKTmTOR	7277	1
AKTmTOR	957	1
AKTmTOR	9843	1
AKTmTOR	116541	1
AKTmTOR	2820	1
AKTmTOR	6884	1
AKTmTOR	8504	1
AKTmTOR	10487	1
AKTmTOR	1508	1
AKTmTOR	1508	1
AKTmTOR	93974	1
AKTmTOR	6646	1
AKTmTOR	55611	1
AKTmTOR	4669	1
AKTmTOR	5836	1
AKTmTOR	23603	1
AKTmTOR	80777	1
AKTmTOR	80777	1
AKTmTOR	59084	1
AKTmTOR	5230	1
AKTmTOR	51478	1
AKTmTOR	890	1
AKTmTOR	5641	1
AKTmTOR	10635	1
AKTmTOR	10103	1
AKTmTOR	7064	1
AKTmTOR	100	1
AKTmTOR	686	1
AKTmTOR	10728	1
AKTmTOR	192286	1
AKTmTOR	4717	1
AKTmTOR	2150	1
AKTmTOR	8342	1
AKTmTOR	23597	1
AKTmTOR	56675	1
AKTmTOR	55335	1
AKTmTOR	7099	1
AKTmTOR	90843	1
AKTmTOR	9474	1
AKTmTOR	10204	1
AKTmTOR	254863	1
AKTmTOR	3073	1
AKTmTOR	3433	1
AKTmTOR	2872	1
AKTmTOR	5019	1
AKTmTOR	3799	1
AKTmTOR	6945	1
AKTmTOR	6945	1
AKTmTOR	7514	1
AKTmTOR	3898	1
AKTmTOR	10008	1
AKTmTOR	7001	1
AKTmTOR	950	1
AKTmTOR	6788	1
AKTmTOR	10618	1
AKTmTOR	6698	1
AKTmTOR	51330	1
AKTmTOR	51330	1
AKTmTOR	2597	1
AKTmTOR	27075	1
AKTmTOR	112399	1
AKTmTOR	726	1
AKTmTOR	57402	1
AKTmTOR	54997	1
AKTmTOR	54997	1
AKTmTOR	10380	1
AKTmTOR	11187	1
AKTmTOR	80324	1
AKTmTOR	8766	1
AKTmTOR	26517	1
AKTmTOR	2673	1
AKTmTOR	2877	1
AKTmTOR	2023	1
AKTmTOR	2023	1
AKTmTOR	30001	1
AKTmTOR	30001	1
AKTmTOR	30001	1
AKTmTOR	4356	1
AKTmTOR	9982	1
AKTmTOR	119504	1
AKTmTOR	7113	1
AKTmTOR	7113	1
AKTmTOR	51268	1
AKTmTOR	84773	1
AKTmTOR	3055	1
AKTmTOR	528	1
AKTmTOR	64078	1
AKTmTOR	4641	1
AKTmTOR	79570	1
AKTmTOR	26471	1
AKTmTOR	26471	1
AKTmTOR	4488	1
AKTmTOR	998	1
AKTmTOR	3939	1
AKTmTOR	10087	1
AKTmTOR	30844	1
AKTmTOR	3565	1
AKTmTOR	55760	1
AKTmTOR	23643	1
AKTmTOR	136319	1
AKTmTOR	2643	1
AKTmTOR	6303	1
AKTmTOR	8521	1
AKTmTOR	58472	1
AKTmTOR	116150	1
AKTmTOR	3856	1
AKTmTOR	84709	1
AKTmTOR	5223	1
AKTmTOR	1499	1
AKTmTOR	7532	1
AKTmTOR	7532	1
AKTmTOR	10627	1
AKTmTOR	200058	1
AKTmTOR	200058	1
AKTmTOR	7529	1
AKTmTOR	3098	1
AKTmTOR	3098	1
AKTmTOR	7422	1
AKTmTOR	5284	1
AKTmTOR	112939	1
AKTmTOR	5531	1
AKTmTOR	2821	1
AKTmTOR	2821	1
AKTmTOR	171425	1
AKTmTOR	54107	1
AKTmTOR	9663	1
AKTmTOR	6611	1
AKTmTOR	54836	1
AKTmTOR	26292	1
AKTmTOR	429	1
AKTmTOR	10452	1
AKTmTOR	4793	1
AKTmTOR	2017	1
AKTmTOR	136	1
AKTmTOR	4363	1
AKTmTOR	10611	1
AKTmTOR	1119	1
AKTmTOR	117156	1
AKTmTOR	5784	1
AKTmTOR	5211	1
AKTmTOR	8740	1
AKTmTOR	55740	1
AKTmTOR	10401	1
AKTmTOR	4000	1
AKTmTOR	81490	1
AKTmTOR	822	1
AKTmTOR	3949	1
AKTmTOR	3949	1
AKTmTOR	3839	1
AKTmTOR	205	1
AKTmTOR	205	1
AKTmTOR	5601	1
AKTmTOR	5469	1
AKTmTOR	5905	1
AKTmTOR	5610	1
AKTmTOR	54469	1
AKTmTOR	5583	1
AKTmTOR	54463	1
AKTmTOR	140456	1
AKTmTOR	79774	1
AKTmTOR	6435	1
AKTmTOR	6700	1
AKTmTOR	537	1
AKTmTOR	1622	1
AKTmTOR	7511	1
AKTmTOR	664	1
AKTmTOR	54205	1
AKTmTOR	54205	1
AKTmTOR	51474	1
AKTmTOR	1476	1
AKTmTOR	523	1
AKTmTOR	523	1
AKTmTOR	402565	1
AKTmTOR	1431	1
AKTmTOR	5863	1
AKTmTOR	3099	1
AKTmTOR	23624	1
AKTmTOR	9646	1
AKTmTOR	5550	1
AKTmTOR	10146	1
AKTmTOR	8091	1
AKTmTOR	3434	1
AKTmTOR	8357	1
AKTmTOR	51142	1
AKTmTOR	9689	1
AKTmTOR	9689	1
AKTmTOR	9948	1
AKTmTOR	51727	1
AKTmTOR	6307	1
AKTmTOR	10140	1
AKTmTOR	9777	1
AKTmTOR	740	1
AKTmTOR	1977	1
AKTmTOR	3985	1
AKTmTOR	92259	1
AKTmTOR	54682	1
AKTmTOR	5578	1
AKTmTOR	8560	1
AKTmTOR	2805	1
AKTmTOR	2224	1
AKTmTOR	9262	1
AKTmTOR	7086	1
AKTmTOR	26140	1
AKTmTOR	10783	1
AKTmTOR	10383	1
AKTmTOR	55041	1
AKTmTOR	10159	1
AKTmTOR	23070	1
AKTmTOR	3856	1
AKTmTOR	5226	1
AKTmTOR	513	1
AKTmTOR	5163	1
AKTmTOR	54583	1
AKTmTOR	3422	1
AKTmTOR	3422	1
AKTmTOR	28958	1
AKTmTOR	29887	1
AKTmTOR	5236	1
AKTmTOR	9532	1
AKTmTOR	220988	1
AKTmTOR	9296	1
AKTmTOR	6050	1
AKTmTOR	81876	1
AKTmTOR	8453	1
AKTmTOR	2739	1
AKTmTOR	150684	1
AKTmTOR	55065	1
AKTmTOR	55620	1
AKTmTOR	30851	1
AKTmTOR	92799	1
AKTmTOR	307	1
AKTmTOR	150290	1
AKTmTOR	4967	1
AKTmTOR	26136	1
AKTmTOR	134147	1
AKTmTOR	10999	1
AKTmTOR	5130	1
AKTmTOR	55813	1
AKTmTOR	26355	1
AKTmTOR	23443	1
AKTmTOR	79815	1
AKTmTOR	4731	1
AKTmTOR	6309	1
AKTmTOR	230	1
AKTmTOR	58513	1
AKTmTOR	79370	1
AKTmTOR	55930	1
AKTmTOR	767	1
AKTmTOR	55287	1
AKTmTOR	55287	1
AKTmTOR	171177	1
AKTmTOR	129642	1
AKTmTOR	54097	1
AKTmTOR	6888	1
AKTmTOR	29088	1
AKTmTOR	11269	1
AKTmTOR	8786	1
AKTmTOR	2990	1
AKTmTOR	2013	1
AKTmTOR	2013	1
AKTmTOR	47	1
AKTmTOR	1355	1
AKTmTOR	64344	1
AKTmTOR	151354	1
AKTmTOR	3135	1
AKTmTOR	5795	1
AKTmTOR	57458	1
AKTmTOR	8036	1
AKTmTOR	7316	1
AKTmTOR	1636	1
AKTmTOR	327	1
AKTmTOR	10280	1
AKTmTOR	829	1
AKTmTOR	148223	1
AKTmTOR	5165	1
AKTmTOR	7706	1
AKTmTOR	94240	1
AKTmTOR	79747	1
AKTmTOR	6513	1
AKTmTOR	6513	1
AKTmTOR	51075	1
AKTmTOR	25797	1
AKTmTOR	3320	1
AKTmTOR	55907	1
AKTmTOR	85414	1
AKTmTOR	9563	1
AKTmTOR	1266	1
AKTmTOR	515	1
AKTmTOR	10970	1
AKTmTOR	10970	1
AKTmTOR	23028	1
AKTmTOR	64761	1
AKTmTOR	64859	1
AKTmTOR	3958	1
AKTmTOR	286262	1
AKTmTOR	253943	1
AKTmTOR	283130	1
AKTmTOR	51809	1
AKTmTOR	4363	1
AKTmTOR	4047	1
AKTmTOR	5336	1
AKTmTOR	1636	1
AKTmTOR	6836	1
AKTmTOR	7280	1
AKTmTOR	3892	1
AKTmTOR	81844	1
AKTmTOR	2023	1
AKTmTOR	51495	1
AKTmTOR	23089	1
AKTmTOR	162494	1
AKTmTOR	3135	1
AKTmTOR	6049	1
AKTmTOR	79622	1
AKTmTOR	57142	1
AKTmTOR	7037	1
AKTmTOR	84899	1
AKTmTOR	85461	1
AKTmTOR	54541	1
AKTmTOR	84267	1
AKTmTOR	51081	1
AKTmTOR	4696	1
AKTmTOR	4696	1
AKTmTOR	644	1
AKTmTOR	118881	1
AKTmTOR	4128	1
AKTmTOR	4520	1
AKTmTOR	79370	1
AKTmTOR	10989	1
AKTmTOR	126006	1
AKTmTOR	5520	1
AKTmTOR	55276	1
AKTmTOR	57494	1
AKTmTOR	158219	1
AKTmTOR	9603	1
AKTmTOR	58472	1
AKTmTOR	178	1
AKTmTOR	55161	1
AKTmTOR	55740	1
AKTmTOR	1545	1
AKTmTOR	2023	1
AKTmTOR	3157	1
AKTmTOR	3157	1
AKTmTOR	3157	1
AKTmTOR	10992	1
AKTmTOR	55361	1
AKTmTOR	9716	1
AKTmTOR	6659	1
AKTmTOR	226	1
AKTmTOR	2013	1
AKTmTOR	400916	1
AKTmTOR	83699	1
AKTmTOR	23350	1
AKTmTOR	6241	1
AKTmTOR	81490	1
AKTmTOR	136	1
AKTmTOR	6513	1
AKTmTOR	226	1
AKTmTOR	2821	1
AKTmTOR	92359	1
AKTmTOR	10043	1
AKTmTOR	9993	1
AKTmTOR	1317	1
AKTmTOR	7167	1
AKTmTOR	527	1
AKTmTOR	3856	1
AKTmTOR	148808	1
AKTmTOR	148808	1
AKTmTOR	55293	1
AKTmTOR	801	1
AKTmTOR	340348	1
AKTmTOR	23218	1
AKTmTOR	10900	1
AKTmTOR	2585	1
AKTmTOR	5019	1
AKTmTOR	5226	1
AKTmTOR	10971	1
AKTmTOR	91373	1
AKTmTOR	50	1
AKTmTOR	6645	1
AKTmTOR	400916	1
AKTmTOR	533	1
AKTmTOR	1622	1
AKTmTOR	5226	1
AKTmTOR	51075	1
AKTmTOR	934	1
AKTmTOR	54205	1
AKTmTOR	23788	1
AKTmTOR	2222	1
AKTmTOR	6218	1
AKTmTOR	292	1
AKTmTOR	292	1
AKTmTOR	5230	1
AKTmTOR	23788	1
AKTmTOR	7534	1
AKTmTOR	6700	1
AKTmTOR	6651	1
AKTmTOR	5211	1
AKTmTOR	1974	1
AKTmTOR	5209	1
AKTmTOR	2314	1
AKTmTOR	226	1
AKTmTOR	388434	1
AKTmTOR	51629	1
AKTmTOR	5230	1
AKTmTOR	7086	1
PIK3CA	23157	1
PIK3CA	23461	-1
PIK3CA	51703	1
PIK3CA	135	-1
PIK3CA	202	1
PIK3CA	205	-1
PIK3CA	7915	-1
PIK3CA	240	1
PIK3CA	10513	-1
PIK3CA	367	1
PIK3CA	367	1
PIK3CA	397	1
PIK3CA	9915	1
PIK3CA	10776	-1
PIK3CA	51752	1
PIK3CA	440	-1
PIK3CA	481	1
PIK3CA	8992	-1
PIK3CA	23215	1
PIK3CA	596	-1
PIK3CA	629	1
PIK3CA	330	1
PIK3CA	51651	-1
PIK3CA	684	1
PIK3CA	10384	1
PIK3CA	55847	-1
PIK3CA	116496	1
PIK3CA	116496	1
PIK3CA	25966	1
PIK3CA	9980	1
PIK3CA	65055	1
PIK3CA	65055	1
PIK3CA	720	1
PIK3CA	721	1
PIK3CA	56892	-1
PIK3CA	51101	-1
PIK3CA	51806	1
PIK3CA	10486	1
PIK3CA	824	1
PIK3CA	64127	1
PIK3CA	834	1
PIK3CA	834	1
PIK3CA	834	1
PIK3CA	834	1
PIK3CA	874	1
PIK3CA	875	-1
PIK3CA	6352	1
PIK3CA	10576	-1
PIK3CA	972	1
PIK3CA	64866	1
PIK3CA	1048	1
PIK3CA	4680	1
PIK3CA	4680	1
PIK3CA	1081	-1
PIK3CA	79789	1
PIK3CA	1363	-1
PIK3CA	1363	-1
PIK3CA	1384	1
PIK3CA	8531	-1
PIK3CA	1472	1
PIK3CA	1488	1
PIK3CA	1501	-1
PIK3CA	1602	1
PIK3CA	1602	1
PIK3CA	23259	-1
PIK3CA	55526	1
PIK3CA	79665	-1
PIK3CA	1832	1
PIK3CA	1837	-1
PIK3CA	1875	-1
PIK3CA	55862	-1
PIK3CA	26298	1
PIK3CA	1968	-1
PIK3CA	8507	1
PIK3CA	22875	1
PIK3CA	956	1
PIK3CA	957	1
PIK3CA	2042	-1
PIK3CA	2052	1
PIK3CA	2099	1
PIK3CA	51466	1
PIK3CA	58516	-1
PIK3CA	2263	-1
PIK3CA	55181	-1
PIK3CA	79884	-1
PIK3CA	2331	1
PIK3CA	2299	1
PIK3CA	53827	1
PIK3CA	8323	-1
PIK3CA	2571	1
PIK3CA	55568	1
PIK3CA	2590	1
PIK3CA	51809	1
PIK3CA	2743	-1
PIK3CA	2743	-1
PIK3CA	2745	1
PIK3CA	2745	1
PIK3CA	2762	1
PIK3CA	9630	1
PIK3CA	51280	1
PIK3CA	2239	1
PIK3CA	2239	1
PIK3CA	2888	1
PIK3CA	2886	-1
PIK3CA	2950	1
PIK3CA	51454	-1
PIK3CA	51454	-1
PIK3CA	55573	-1
PIK3CA	50810	-1
PIK3CA	50810	-1
PIK3CA	3012	-1
PIK3CA	8969	-1
PIK3CA	3109	-1
PIK3CA	8337	-1
PIK3CA	8337	-1
PIK3CA	8349	-1
PIK3CA	92815	-1
PIK3CA	3106	1
PIK3CA	3108	1
PIK3CA	3120	1
PIK3CA	3158	1
PIK3CA	9456	-1
PIK3CA	3248	-1
PIK3CA	3248	-1
PIK3CA	3248	-1
PIK3CA	22824	-1
PIK3CA	3310	1
PIK3CA	3383	1
PIK3CA	3398	1
PIK3CA	3400	-1
PIK3CA	51124	-1
PIK3CA	3321	1
PIK3CA	10788	1
PIK3CA	8660	-1
PIK3CA	8660	-1
PIK3CA	11015	1
PIK3CA	57235	1
PIK3CA	23254	1
PIK3CA	22998	1
PIK3CA	22998	1
PIK3CA	22998	1
PIK3CA	23303	1
PIK3CA	9314	1
PIK3CA	3855	1
PIK3CA	3945	-1
PIK3CA	3945	-1
PIK3CA	51176	1
PIK3CA	3958	1
PIK3CA	3964	1
PIK3CA	3965	1
PIK3CA	51136	-1
PIK3CA	93349	1
PIK3CA	9404	1
PIK3CA	64167	1
PIK3CA	4057	1
PIK3CA	4065	1
PIK3CA	23764	-1
PIK3CA	57134	1
PIK3CA	4233	-1
PIK3CA	286527	-1
PIK3CA	23531	-1
PIK3CA	4331	-1
PIK3CA	4488	1
PIK3CA	4493	-1
PIK3CA	4582	1
PIK3CA	4582	1
PIK3CA	4609	-1
PIK3CA	4651	1
PIK3CA	9	1
PIK3CA	4739	1
PIK3CA	27018	-1
PIK3CA	4824	1
PIK3CA	4853	1
PIK3CA	4862	1
PIK3CA	4862	1
PIK3CA	4939	1
PIK3CA	51686	1
PIK3CA	4969	-1
PIK3CA	5001	-1
PIK3CA	5021	-1
PIK3CA	5066	1
PIK3CA	9659	1
PIK3CA	9659	1
PIK3CA	10158	1
PIK3CA	5178	-1
PIK3CA	64065	1
PIK3CA	5203	-1
PIK3CA	5213	-1
PIK3CA	5217	-1
PIK3CA	51659	-1
PIK3CA	5281	-1
PIK3CA	5295	1
PIK3CA	5295	1
PIK3CA	8503	1
PIK3CA	5307	1
PIK3CA	5320	1
PIK3CA	5327	1
PIK3CA	5332	-1
PIK3CA	5350	-1
PIK3CA	5350	-1
PIK3CA	5352	-1
PIK3CA	5352	-1
PIK3CA	5376	1
PIK3CA	8495	1
PIK3CA	8493	-1
PIK3CA	54704	1
PIK3CA	79056	1
PIK3CA	23362	1
PIK3CA	23362	1
PIK3CA	23362	1
PIK3CA	11168	-1
PIK3CA	5718	-1
PIK3CA	29108	1
PIK3CA	5768	1
PIK3CA	5885	-1
PIK3CA	5889	-1
PIK3CA	10267	-1
PIK3CA	5920	1
PIK3CA	11030	1
PIK3CA	9185	1
PIK3CA	5979	1
PIK3CA	6019	-1
PIK3CA	9045	-1
PIK3CA	6169	-1
PIK3CA	6198	-1
PIK3CA	58528	-1
PIK3CA	22800	-1
PIK3CA	22800	-1
PIK3CA	23328	1
PIK3CA	23328	1
PIK3CA	10647	1
PIK3CA	4250	1
PIK3CA	22800	-1
PIK3CA	6383	-1
PIK3CA	12	1
PIK3CA	8910	-1
PIK3CA	23677	1
PIK3CA	22941	1
PIK3CA	26503	1
PIK3CA	64754	1
PIK3CA	150094	-1
PIK3CA	51375	-1
PIK3CA	6653	1
PIK3CA	79582	-1
PIK3CA	9517	1
PIK3CA	6713	-1
PIK3CA	6717	-1
PIK3CA	4070	1
PIK3CA	7020	1
PIK3CA	7056	1
PIK3CA	7056	1
PIK3CA	7088	1
PIK3CA	7107	1
PIK3CA	64699	1
PIK3CA	8743	1
PIK3CA	8743	1
PIK3CA	8743	1
PIK3CA	23043	1
PIK3CA	23043	1
PIK3CA	23043	1
PIK3CA	27324	1
PIK3CA	7164	1
PIK3CA	7164	1
PIK3CA	7188	1
PIK3CA	23321	-1
PIK3CA	51174	-1
PIK3CA	51174	-1
PIK3CA	7295	-1
PIK3CA	7351	1
PIK3CA	7351	1
PIK3CA	10810	-1
PIK3CA	51186	-1
PIK3CA	7474	1
PIK3CA	65986	-1
PIK3CA	677	1
PIK3CA	678	1
PIK3CA	678	1
PIK3CA	6169	-1
IGF1	5104	1
IGF1	16	1
IGF1	6950	1
IGF1	47	1
IGF1	81	1
IGF1	87	1
IGF1	156	1
IGF1	226	1
IGF1	22906	1
IGF1	440	1
IGF1	444	1
IGF1	578	1
IGF1	617	1
IGF1	645	1
IGF1	655	1
IGF1	762	1
IGF1	816	1
IGF1	833	1
IGF1	896	1
IGF1	955	1
IGF1	1026	1
IGF1	1051	1
IGF1	1054	1
IGF1	1075	1
IGF1	1147	1
IGF1	1152	1
IGF1	1175	1
IGF1	1317	1
IGF1	1465	1
IGF1	1468	1
IGF1	1503	1
IGF1	1515	1
IGF1	1534	1
IGF1	1537	1
IGF1	1594	1
IGF1	1622	1
IGF1	1717	1
IGF1	1743	1
IGF1	1758	1
IGF1	1789	1
IGF1	1837	1
IGF1	1847	1
IGF1	1848	1
IGF1	1850	1
IGF1	1857	1
IGF1	1960	1
IGF1	1965	1
IGF1	1978	1
IGF1	2021	1
IGF1	2030	1
IGF1	2055	1
IGF1	2119	1
IGF1	2146	1
IGF1	2161	1
IGF1	2184	1
IGF1	2222	1
IGF1	2224	1
IGF1	2274	1
IGF1	2316	1
IGF1	2356	1
IGF1	2539	1
IGF1	2553	1
IGF1	2582	1
IGF1	2617	1
IGF1	2618	1
IGF1	2644	1
IGF1	2810	1
IGF1	3015	1
IGF1	3035	1
IGF1	3145	1
IGF1	3157	1
IGF1	3163	1
IGF1	3241	1
IGF1	3251	1
IGF1	3376	1
IGF1	3396	1
IGF1	3422	1
IGF1	3475	1
IGF1	3556	1
IGF1	3638	1
IGF1	3654	1
IGF1	3661	1
IGF1	3682	1
IGF1	3730	1
IGF1	3831	1
IGF1	3836	1
IGF1	3898	1
IGF1	3949	1
IGF1	3992	1
IGF1	3995	1
IGF1	4016	1
IGF1	4017	1
IGF1	4256	1
IGF1	4319	1
IGF1	4552	1
IGF1	4597	1
IGF1	4605	1
IGF1	4728	1
IGF1	4860	1
IGF1	4900	1
IGF1	5029	1
IGF1	5106	1
IGF1	5214	1
IGF1	5277	1
IGF1	5373	1
IGF1	5427	1
IGF1	5534	1
IGF1	5601	1
IGF1	5621	1
IGF1	5723	1
IGF1	5831	1
IGF1	5833	1
IGF1	5983	1
IGF1	5985	1
IGF1	6182	1
IGF1	6197	1
IGF1	6199	1
IGF1	6301	1
IGF1	6319	1
IGF1	6472	1
IGF1	6510	1
IGF1	6520	1
IGF1	6535	1
IGF1	6541	1
IGF1	6576	1
IGF1	6624	1
IGF1	6627	1
IGF1	6674	1
IGF1	6721	1
IGF1	6723	1
IGF1	6897	1
IGF1	6949	1
IGF1	7083	1
IGF1	7262	1
IGF1	7264	1
IGF1	7277	1
IGF1	7283	1
IGF1	7347	1
IGF1	7407	1
IGF1	7422	1
IGF1	7443	1
IGF1	7453	1
IGF1	7791	1
IGF1	7804	1
IGF1	7866	1
IGF1	8078	1
IGF1	8140	1
IGF1	8260	1
IGF1	8273	1
IGF1	8402	1
IGF1	8407	1
IGF1	8487	1
IGF1	8533	1
IGF1	8573	1
IGF1	8623	1
IGF1	8669	1
IGF1	8682	1
IGF1	8726	1
IGF1	54898	1
IGF1	8818	1
IGF1	8829	1
IGF1	8877	1
IGF1	8891	1
IGF1	8900	1
IGF1	8974	1
IGF1	8985	1
IGF1	8986	1
IGF1	9040	1
IGF1	9129	1
IGF1	9141	1
IGF1	9145	1
IGF1	9238	1
IGF1	9260	1
IGF1	9270	1
IGF1	9361	1
IGF1	9455	1
IGF1	9466	1
IGF1	9631	1
IGF1	9636	1
IGF1	9738	1
IGF1	9818	1
IGF1	9830	1
IGF1	9933	1
IGF1	9948	1
IGF1	10038	1
IGF1	10061	1
IGF1	10105	1
IGF1	10184	1
IGF1	10273	1
IGF1	10425	1
IGF1	10452	1
IGF1	10469	1
IGF1	10528	1
IGF1	10573	1
IGF1	10644	1
IGF1	10807	1
IGF1	10808	1
IGF1	10897	1
IGF1	10926	1
IGF1	10950	1
IGF1	10962	1
IGF1	10963	1
IGF1	11033	1
IGF1	11047	1
IGF1	11151	1
IGF1	11187	1
IGF1	11247	1
IGF1	11260	1
IGF1	11266	1
IGF1	11322	1
IGF1	11332	1
IGF1	11340	1
IGF1	22843	1
IGF1	22913	1
IGF1	23043	1
IGF1	23165	1
IGF1	23234	1
IGF1	23381	1
IGF1	23516	1
IGF1	23555	1
IGF1	23590	1
IGF1	23594	1
IGF1	23649	1
IGF1	23657	1
IGF1	25888	1
IGF1	26155	1
IGF1	26168	1
IGF1	26227	1
IGF1	26271	1
IGF1	26471	1
IGF1	26472	1
IGF1	26521	1
IGF1	26973	1
IGF1	27341	1
IGF1	28231	1
IGF1	28960	1
IGF1	29107	1
IGF1	29763	1
IGF1	29893	1
IGF1	29901	1
IGF1	29915	1
IGF1	9807	1
IGF1	29960	1
IGF1	51016	1
IGF1	51018	1
IGF1	51022	1
IGF1	51025	1
IGF1	51073	1
IGF1	51075	1
IGF1	51083	1
IGF1	51087	1
IGF1	51109	1
IGF1	51236	1
IGF1	51330	1
IGF1	51400	1
IGF1	192286	1
IGF1	51728	1
IGF1	53838	1
IGF1	54205	1
IGF1	54442	1
IGF1	54476	1
IGF1	54541	1
IGF1	54663	1
IGF1	54849	1
IGF1	91860	1
IGF1	55038	1
IGF1	55061	1
IGF1	55071	1
IGF1	55110	1
IGF1	55111	1
IGF1	55168	1
IGF1	55176	1
IGF1	55224	1
IGF1	55312	1
IGF1	55341	1
IGF1	55379	1
IGF1	55388	1
IGF1	55630	1
IGF1	55700	1
IGF1	55720	1
IGF1	55969	1
IGF1	55975	1
IGF1	56894	1
IGF1	56935	1
IGF1	56942	1
IGF1	57060	1
IGF1	57102	1
IGF1	57418	1
IGF1	57596	1
IGF1	57706	1
IGF1	57761	1
IGF1	58526	1
IGF1	58986	1
IGF1	60673	1
IGF1	64118	1
IGF1	64222	1
IGF1	64782	1
IGF1	65990	1
IGF1	79000	1
IGF1	79006	1
IGF1	79050	1
IGF1	79071	1
IGF1	79080	1
IGF1	79094	1
IGF1	79154	1
IGF1	79174	1
IGF1	79180	1
IGF1	79412	1
IGF1	79573	1
IGF1	79581	1
IGF1	79609	1
IGF1	79693	1
IGF1	79710	1
IGF1	79711	1
IGF1	80178	1
IGF1	80179	1
IGF1	80742	1
IGF1	81034	1
IGF1	81570	1
IGF1	81873	1
IGF1	81894	1
IGF1	83743	1
IGF1	84065	1
IGF1	84549	1
IGF1	84617	1
IGF1	84790	1
IGF1	89797	1
IGF1	92170	1
IGF1	112398	1
IGF1	115201	1
IGF1	116496	1
IGF1	116832	1
IGF1	203068	1
IGF1	246243	1
IGF1	353189	1
IGF1	9	-1
IGF1	36	-1
IGF1	38	-1
IGF1	104	-1
IGF1	107	-1
IGF1	120	-1
IGF1	123	-1
IGF1	143	-1
IGF1	224	-1
IGF1	288	-1
IGF1	317	-1
IGF1	318	-1
IGF1	328	-1
IGF1	360	-1
IGF1	549	-1
IGF1	596	-1
IGF1	604	-1
IGF1	638	-1
IGF1	665	-1
IGF1	694	-1
IGF1	753	-1
IGF1	831	-1
IGF1	857	-1
IGF1	900	-1
IGF1	901	-1
IGF1	1102	-1
IGF1	1112	-1
IGF1	1200	-1
IGF1	1299	-1
IGF1	1315	-1
IGF1	1326	-1
IGF1	1362	-1
IGF1	1604	-1
IGF1	29935	-1
IGF1	1733	-1
IGF1	1942	-1
IGF1	1962	-1
IGF1	1974	-1
IGF1	1992	-1
IGF1	2053	-1
IGF1	2065	-1
IGF1	2066	-1
IGF1	2073	-1
IGF1	2186	-1
IGF1	2188	-1
IGF1	2258	-1
IGF1	2263	-1
IGF1	2273	-1
IGF1	2308	-1
IGF1	2330	-1
IGF1	2353	-1
IGF1	2515	-1
IGF1	2517	-1
IGF1	2535	-1
IGF1	2581	-1
IGF1	2745	-1
IGF1	2752	-1
IGF1	2799	-1
IGF1	2804	-1
IGF1	2888	-1
IGF1	2896	-1
IGF1	2990	-1
IGF1	3006	-1
IGF1	3012	-1
IGF1	3017	-1
IGF1	3155	-1
IGF1	3176	-1
IGF1	3321	-1
IGF1	3358	-1
IGF1	3431	-1
IGF1	3476	-1
IGF1	3554	-1
IGF1	3667	-1
IGF1	1506	-1
IGF1	3764	-1
IGF1	3778	-1
IGF1	3781	-1
IGF1	3797	-1
IGF1	3912	-1
IGF1	3964	-1
IGF1	4005	-1
IGF1	4048	-1
IGF1	4126	-1
IGF1	4128	-1
IGF1	4311	-1
IGF1	4329	-1
IGF1	4477	-1
IGF1	4501	-1
IGF1	4601	-1
IGF1	4602	-1
IGF1	4610	-1
IGF1	4753	-1
IGF1	4781	-1
IGF1	4886	-1
IGF1	4889	-1
IGF1	4982	-1
IGF1	5046	-1
IGF1	5087	-1
IGF1	5189	-1
IGF1	5238	-1
IGF1	5290	-1
IGF1	5334	-1
IGF1	5349	-1
IGF1	5376	-1
IGF1	5498	-1
IGF1	5538	-1
IGF1	5547	-1
IGF1	5627	-1
IGF1	5733	-1
IGF1	5734	-1
IGF1	5771	-1
IGF1	5783	-1
IGF1	5826	-1
IGF1	5926	-1
IGF1	5993	-1
IGF1	6019	-1
IGF1	6038	-1
IGF1	6253	-1
IGF1	6414	-1
IGF1	6642	-1
IGF1	6658	-1
IGF1	6672	-1
IGF1	6814	-1
IGF1	7026	-1
IGF1	7035	-1
